IRM_STATE_OFFICE,IRM_DEPOT_NAME,IRM_CONSUMER_NAME,IRM_ERP_CONSUMER_CODE,IRM_LATITUDE,IRM_LONGITUDE,IRM_ROUTE_STATUS,IRM_ROUTE_VERIFIED_BY,IRM_ROUTE_VERIFIED_AT,IRM_ROUTE_DISTANCE,IRM_ROUTE_ID,IRM_IS_NEW,IRM_CREATED_AT,IRM_CREATED_BY,IRM_UPDATED_AT,IRM_UPDATED_BY,IRM_ISACTIVE,IRM_CUSTOMER_ID,IRM_GROUP_NO,IRM_IS_REJECTED
Delhi (NR),REWARI TERMINAL,Oswal Castings Pvt. Ltd. - Plant-2,199122,28.338037,77.307396,Accepted,DSO,12-Dec-11,99.5,115152,1,7/25/2014 13:00,,,,1,1,4306,N
Punjab (NR),SANGRUR TERMINAL,OTAAL FILLING STATION,187351,30.684483,76.226964,Accepted,N M Sharma,31-Mar-15,80,123296,1,10/15/2014 14:56,1,,,1,1,7732,N
Uttar Pradesh 2 (NR),Shahjahanpur Depot,P K FILLING STATION,248422,27.825258,79.923836,Accepted,NG,10-Dec-11,26.5,13479,1,1/8/2015 21:42,1,,,1,1,15482,N
Uttar Pradesh 2 (NR),Meerut Terminal,P P MOTORS,155254,28.997459,77.705646,Accepted,Partapur,,19.5,104137,1,1/8/2015 21:42,1,,,1,1,15069,N
Uttar Pradesh 2 (NR),Mathura Terminal,PADAM PETROLEUM,155454,28.624502,77.374954,Accepted,MKJ,12-Sep-11,206,831,1,1/8/2015 21:42,1,,,1,1,13913,N
Uttar Pradesh 2 (NR),Meerut Terminal,PADAM PETROLEUM,155454,28.624502,77.374954,Accepted,Saunak Chakraborty,6-Feb-13,70,8271,1,1/8/2015 21:42,1,,,1,1,14942,N
Karnataka (SR),Belgaum Depot,PADMASHREE PETROLEUM,208645,16.514008,74.946921,Accepted,KANT,22-Dec-11,126.5,33035,1,2/5/2015 9:21,,,,1,1,16620,N
Karnataka (SR),Bijapur Depot,PADMASHRI PETROLEUM,198730,15.94165,75.919583,Accepted,VSREENATH,3-Nov-11,117,22075,1,2/5/2015 9:21,,,,1,1,16899,N
Karnataka (SR),Belgaum Depot,PADMAVATHI AUTOMOTIVES,187678,16.238938,74.596754,Accepted,KANT,29-Dec-11,67,33036,1,2/5/2015 9:21,,,,1,1,16993,N
Karnataka (SR),Hassan Top,PADMAVATHI OIL CENTRE,118119,15.0182,75.948048,Accepted,VIJAYAKUMAR,20-Sep-11,273,53075,1,2/5/2015 9:21,,,,1,1,17521,N
Uttar Pradesh 2 (NR),Bareilly Depot,PAL AGRO SERVICE CENTRE,155242,28.615071,80.123061,Accepted,RS,14-Jan-11,129,9099,1,1/8/2015 21:42,1,,,1,1,13256,N
Uttar Pradesh 2 (NR),Haldwani Depot,PAL STONE INDUS. LTD NAINIT  C/P,175475,29.097738,79.515511,Accepted,Kathgodam,,4,73050,1,1/8/2015 21:42,1,,,1,1,14131,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,PALLAVI KISSAN SEWA KENDRA,209474,26.76923,79.456744,Accepted,BAHADUR,31-Jul-11,113,16760,1,7/25/2014 12:32,,,,1,1,1033,N
Uttar Pradesh 2 (NR),Bareilly Depot,PANCHAL KISSAN SEWA KENDRA (KSK),233238,28.330128,79.127159,Accepted,Aonla,25-Feb-12,10,4245,1,1/8/2015 21:42,1,,,1,1,13629,N
Karnataka (SR),Mysore Depot,PANCHALINGESWARA SER.STN.,118018,12.526831,76.882375,Accepted,shilpi,11-May-15,37,90070,1,2/5/2015 9:21,,,,1,1,17706,N
Uttar Pradesh 1 (NR),Kanpur Terminal,PANCHJANYA FILLING CENTRE,202837,26.711444,81.032055,Accepted,Ravi Kumar Singh,24-Aug-15,,590653,1,10/1/2014 15:00,6,,,1,1,4685,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,PANCHJANYA FILLING CENTRE,202837,26.711444,81.032055,Accepted,Amousi,,29,8125,1,7/25/2014 12:34,,,,1,1,1355,N
Uttar Pradesh 2 (NR),Shahjahanpur Depot,PANDEY FILLING STATION,155753,27.853778,79.940683,Accepted,NG,17-Sep-11,19.5,12065,1,1/8/2015 21:42,1,,,1,1,15248,N
Delhi (NR),PANIPAT TOP,PANDIT KHAZAN KISAN SEWA KENDR,208060,29.06663,77.108429,Accepted,Panipat,,62.5,102449,1,7/25/2014 12:56,,,,1,1,3587,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,PANKAJ SERVICE STATION,155121,26.874046,80.86448,Accepted,A K,6-Jul-11,106.5,586988,1,7/25/2014 12:32,,,,1,1,1032,N
Uttar Pradesh 2 (NR),Bareilly Depot,PANWARIA KISAN SEWA KENDRA (KSK),230169,28.718237,79.421638,Accepted,AS,7-Sep-11,101,4729,1,1/8/2015 21:42,1,,,1,1,13504,N
Karnataka (SR),Bijapur Depot,PARAMANAND PETROLEUM,223461,16.729143,75.874115,Accepted,KANT,11-Nov-11,19.72,2471,1,2/5/2015 9:21,,,,1,1,16774,N
Punjab (NR),Bathinda Terminal,PARAMVEER AUTO FUELS(*)-,141473,30.222814,75.056899,Accepted,Rahul Jairath,27-Mar-15,,16309,0,2/1/2015 15:30,1,2/1/2015 15:30,3134,1,1,5765,N
Uttar Pradesh 1 (NR),Mughalsarai Terminal,PARAS FILLING STATION,155245,25.558376,82.400751,Accepted,Syed Tabish Ahad,16-Oct-15,,590565,1,9/6/2014 16:00,6,,,1,1,4596,N
Karnataka (SR),Navalur Depot,PARASHURAM PETROLEUMS,218144,15.277393,75.146339,Accepted,T JAYAKUMAR,21-Jan-12,19.47,3844,1,2/5/2015 9:21,,,,1,1,18086,N
Uttar Pradesh 1 (NR),BAITALPUR DEPOT,PARASU RAM CHAUDHARY,182216,26.818794,82.741398,Accepted,Baitalpur,,107,11160,1,7/25/2014 12:27,,8/1/2015 21:34,6,0,1,344,N
Uttar Pradesh 1 (NR),GONDA DEPOT,PARASU RAM CHAUDHARY,182216,26.818794,82.741398,Accepted,VERMA,14-Mar-11,107,13643,1,7/25/2014 12:29,,,,1,1,559,N
Punjab (NR),SANGRUR TERMINAL,PARDEEP FILLING STATION,194130,30.57513,76.042777,Accepted,Ashish Singh,25-Feb-15,56.5,123299,1,10/15/2014 14:56,1,,,1,1,7764,N
Punjab (NR),SANGRUR TERMINAL,PARMESHWAR OIL COMPANY,111035,30.52877,75.888186,Accepted,Ashish Singh,25-Feb-15,39.5,123300,1,10/15/2014 14:56,1,,,1,1,7763,N
Punjab (NR),SANGRUR TERMINAL,PARMINDRA AUTO FUELS,187381,30.833962,76.677733,Accepted,Amarendra Kumar,8-Mar-15,136,123302,1,10/15/2014 14:56,1,,,1,1,7730,N
Karnataka (SR),Belgaum Depot,PARSHWA PETROLEUMS,251822,16.532015,74.686531,Accepted,KANT,16-Nov-11,101,15390,1,2/5/2015 9:21,,,,1,1,16868,N
Karnataka (SR),Bangalore Terminal,PARVATHI FUEL STATION,118359,12.605457,77.053582,Accepted,PANDEY,1-Dec-11,110,15919,1,2/5/2015 9:21,,,,1,1,17470,N
Karnataka (SR),Navalur Depot,PARVATHI PETROLEUMS,117903,15.394,76.3067,Accepted,KUMARS,15-Feb-11,149,96068,1,2/5/2015 9:21,,,,1,1,18142,N
Uttar Pradesh 1 (NR),GONDA DEPOT,PARVATI F/C KISAN SEWA KENDRA,202819,27.858179,81.495926,Accepted,GUPTA,13-Jul-11,107.5,165,1,7/25/2014 12:29,,,,1,1,562,N
Uttar Pradesh 1 (NR),BAITALPUR DEPOT,PARVATI FILLING STATION,196312,26.539037,83.800035,Accepted,Baitalpur,,9.5,11161,1,7/25/2014 12:27,,,,1,1,345,N
Uttar Pradesh 2 (NR),Haldwani Depot,PARVATI FILLING STATION,186493,29.395062,80.087601,Accepted,AGARWAL,10-Mar-11,175,6636,1,1/8/2015 21:42,1,,,1,1,13882,N
Karnataka (SR),Navalur Depot,PARVATI PETROLEUMS,211849,15.411404,75.618141,Accepted,VIJAYAKUMAR,26-Jul-11,147.024,3375,1,2/5/2015 9:21,,,,1,1,18198,N
Uttar Pradesh 2 (NR),Najibabad Depot,PASHUPATI LAMINATOR P LTD KSP,218212,29.201481,78.910339,Accepted,ABHISHEK AGGARWAL,10-Jan-13,109,11355,1,1/8/2015 21:42,1,,,1,1,14362,N
Uttar Pradesh 2 (NR),Najibabad Depot,PASHUPATI POLYTEX PVT.LTD.,236552,29.206385,78.903404,Accepted,AA,12-Jul-11,109,10622,1,1/8/2015 21:42,1,,,1,1,14237,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,PATEL KISAN SEWA KENDRA,259201,27.9796,80.7276,Accepted,Amousi,13-Apr-12,162,19834,1,7/25/2014 12:34,,,,1,1,1357,N
Delhi (NR),AMBALA TERMINAL,PATHANIA S STATION,109700,30.719223,76.768456,Accepted,Ambala,24-Dec-10,51.5,49,1,7/25/2014 12:47,,,,1,1,2288,N
Karnataka (SR),Gulbarga Terminal,PATIL & PATIL FILLING STATION,198731,16.375607,76.461193,Accepted,AMMULWARV,22-Feb-11,158.5,56068,1,2/5/2015 9:21,,,,1,1,17528,N
Karnataka (SR),Bijapur Depot,PATIL BROTHERS KALABILAGI,254541,16.728763,75.436489,Accepted,P Valsakumaran,8-Nov-12,49,18240,1,2/5/2015 9:21,,,,1,1,16648,N
Karnataka (SR),Mysore Depot,PATIL PETROLEUM (KSK),198043,12.395694,76.582302,Accepted,shilpi,11-May-15,17,90072,1,2/5/2015 9:21,,,,1,1,17833,N
Karnataka (SR),Bijapur Depot,PATIL PETROLEUMS,217586,16.817186,76.068924,Accepted,P VANSAKUMARAN,20-Jul-11,36.51,3245,1,2/5/2015 9:21,,,,1,1,16523,N
Punjab (NR),SANGRUR TERMINAL,PAUL FILLING STATION,111383,30.290288,75.372965,Accepted,Jogesh Duvedi,25-Feb-15,56,123304,1,10/15/2014 14:56,1,,,1,1,7728,N
Punjab (NR),BATHINDA TERMINAL,PAWAN KISAN SEVA KENDRA,218547,29.90353,75.48436,Accepted,Pradeep Sharma,25-Jan-15,71,4124,1,10/15/2014 14:56,1,,,1,1,5798,N
Uttar Pradesh 1 (NR),Kanpur Terminal,PAWAR FILLING STATION,215902,26.913456,81.303902,Accepted,ABHYUDAYA_KUMAR,24-Aug-15,,590660,1,10/1/2014 18:00,6,,,1,1,4692,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,PAWAR FILLING STATION,215902,26.913456,81.303902,Accepted,RAJEEV,2-Aug-11,59,3605,1,7/25/2014 12:34,,,,1,1,1356,N
Punjab (NR),SANGRUR TERMINAL,PEE KAY FILLING STN.,187138,30.820625,75.662346,Accepted,N K Agarwal,3-Apr-15,93.5,123046,1,10/15/2014 14:56,1,,,1,1,7727,N
Uttar Pradesh 2 (NR),Bareilly Depot,PERFETTI VAN MELLE INDIA PVT US NGR,210331,28.994297,79.439517,Accepted,ABHISHEK AGGARWAL,20-Mar-13,128,9100,1,1/8/2015 21:42,1,,,1,1,13254,N
Delhi (NR),REWARI TERMINAL,PERFETTI VAN MELLE INDIA PVT. LTD.,101915,28.371551,76.94388,Accepted,V,26-Nov-10,48,115159,1,7/25/2014 13:00,,,,1,1,4319,N
Uttar Pradesh 2 (NR),Meerut Terminal,PEROT SYSTEMS TSI(INDIA) LTD.,211528,28.547651,77.332222,Accepted,AB,21-Nov-11,,15725,1,1/8/2015 21:42,1,,,1,1,14689,N
Punjab (NR),SANGRUR TERMINAL,PETRO JUNCTION,187386,30.712416,76.65645,Accepted,Amarendra Kumar,8-Mar-15,123.5,123308,1,10/15/2014 14:56,1,,,1,1,7760,N
Uttar Pradesh 2 (NR),Meerut Terminal,PETROL SUPPLYING COMPANY,186577,28.986038,77.714104,Accepted,MG,9-Jul-11,19.5,2158,1,1/8/2015 21:42,1,,,1,1,15063,N
Karnataka (SR),Belgaum Depot,PETROLEUM MARKETERS,118451,15.856725,74.506624,Accepted,AHMED,17-Feb-11,12.5,33037,1,2/5/2015 9:21,,,,1,1,16742,N
Punjab (NR),JALANDHAR TERMINAL,PHAMBRA  MULTI-PURPOSE CO-OP S,243075,31.033398,75.999306,Accepted,Amandeep Singh Bath,6-Feb-15,62,14850,1,10/15/2014 14:56,1,,,1,1,6662,N
Punjab (NR),JALANDHAR TERMINAL,PHAMBRA  MULTI-PURPOSE CO-OP S,243075,31.033398,75.999306,Accepted,Amandeep Singh Bath,14-Jan-15,62,598978,1,10/15/2014 14:56,1,,,1,1,6662,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,PHAPHUND FILLING STATION,155508,26.606418,79.455089,Accepted,Kanpur,25-Jan-12,102,16761,1,7/25/2014 12:32,,,,1,1,1039,N
Uttar Pradesh 2 (NR),Meerut Terminal,PILKHUA OIL COMPANY,186582,28.703658,77.630448,Accepted,HANS P,,38,104145,1,1/8/2015 21:42,1,,,1,1,14686,N
Delhi (NR),AMBALA TERMINAL,PINDI FILLING STATION,187391,31.671215,76.06691,Accepted,Ambala,20-Jun-11,199,2364,1,7/25/2014 12:47,,,,1,1,2289,N
Punjab (NR),Jalandhar Terminal,PINDI FILLING STATION,187391,31.671215,76.06691,Accepted,AUTO-LOADED-FROM-INVOICE-DATA,4-Oct-14,65,591365,1,10/4/2014 14:40,6,,,1,1,4904,N
Delhi (NR),AMBALA TERMINAL,PIRZADA ENTERPRISES,109712,30.734499,76.728073,Accepted,GURINDER S BHINDER,3-Apr-11,51.5,299,1,7/25/2014 12:47,,,,1,1,2290,N
Uttar Pradesh 2 (NR),Bareilly Depot,PNC INFRATECH LTD(FORMERLY PNC C/P,192700,29.139294,79.46312,Accepted,ABHISHEK AGGARWAL,10-Jan-13,152,9102,1,1/8/2015 21:42,1,,,1,1,13627,N
Delhi (NR),PANIPAT TOP,POLY MEDICURE LTD.,234273,28.309334,77.308434,Accepted,V,14-Jul-11,210.5,588362,1,7/25/2014 12:56,,,,1,1,3600,N
Uttar Pradesh 1 (NR),Kanpur Terminal,POOJA KISAN SEWA KENDRAJAFARPUR,195740,26.86488,81.172501,Accepted,ABHYUDAYA_KUMAR,24-Aug-15,,593404,1,10/15/2014 11:50,6,,,1,1,5478,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,POOJA KISAN SEWA KENDRAJAFARPUR,195740,26.86488,81.172501,Accepted,RAJEEV,28-Apr-11,41.5,4422,1,7/25/2014 12:34,,,,1,1,1358,N
Delhi (NR),PANIPAT TOP,POOJA SERVICE STATION,102347,28.334141,76.300911,Accepted,Panipat,30-Apr-11,174.5,102462,1,7/25/2014 12:56,,,,1,1,3605,N
Uttar Pradesh 2 (NR),Roorkee Top,POORNAGIRI FUELS,210506,29.200048,78.906349,Accepted,GARG RAKESH KUMAR,29-Dec-12,193,2850,1,1/8/2015 21:42,1,,,1,1,15491,N
Karnataka (SR),Belgaum Depot,POTDAR PETROLEUMS,251820,15.795192,74.51833,Accepted,Sanjeev Rayudu k m,22-Jan-13,10,15389,1,2/5/2015 9:21,,,,1,1,16617,N
Uttar Pradesh 1 (NR),GONDA DEPOT,PRABHA AUTOMOBILES,154073,26.777358,82.701391,Accepted,KUMAR,15-Mar-11,99.5,13644,1,7/25/2014 12:29,,,,1,1,563,N
Uttar Pradesh 1 (NR),MUGHALSARAI TERMINAL,PRABHAT ROADLINES FILLING STAT,196041,25.96729,83.52581,Accepted,R R,31-Oct-11,122.5,14811,1,7/25/2014 12:38,,,,1,1,1805,N
Uttar Pradesh 1 (NR),Kanpur Terminal,PRAFULL FILLING CENTRE,185924,27.079151,80.524857,Accepted,Shruti Gupta,19-Jan-15,,592436,1,10/6/2014 15:20,6,,,1,1,5124,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,PRAFULL FILLING CENTRE,185924,27.079151,80.524857,Accepted,Amousi,,68.5,8128,1,7/25/2014 12:34,,,,1,1,1359,N
Karnataka (SR),Navalur Depot,PRAGATI AUTOMOBILES,117923,15.334229,75.123159,Accepted,T,15-Feb-11,13,96069,1,2/5/2015 9:21,,,,1,1,18032,N
Punjab (NR),SANGRUR TERMINAL,PRAGATI ENTERPRISES,187338,30.690422,75.835548,Accepted,K K Gupta,3-Apr-15,61,123047,1,10/15/2014 14:56,1,,,1,1,7796,N
Karnataka (SR),Bijapur Depot,PRAGATI FILLING STATION,118097,16.027084,76.457985,Accepted,VSREEVARDHANREDDDY,26-Jul-11,147,22042,1,2/5/2015 9:21,,,,1,1,16896,N
Uttar Pradesh 2 (NR),Bareilly Depot,PRAGATI PETROLEUM,155613,28.813841,79.045753,Accepted,Aonla,29-Jan-11,79,838,1,1/8/2015 21:42,1,,,1,1,13502,N
Punjab (NR),Bathinda Terminal,PRAKASH AUTO SERVICE,187157,30.819559,75.211574,Accepted,A S DHILLON,22-Mar-15,,16038,0,2/12/2015 12:51,1,2/12/2015 12:51,3135,1,1,5763,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,PRAKASH AUTOMOBILE BILGRAM,154155,27.179852,80.039986,Accepted,Amousi,,116.5,8129,1,7/25/2014 12:34,,,,1,1,1360,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,PRAKASH AUTOMOBILES,155124,26.851965,80.94886,Accepted,A K,9-Jul-11,104.5,586989,1,7/25/2014 12:32,,,,1,1,1044,N
Uttar Pradesh 1 (NR),Lucknow Terminal,PRAKASH AUTOMOBILES,155124,26.851965,80.94886,Accepted,Ravi Kumar Singh,24-Sep-15,,601891,1,7/30/2015 17:30,6,,,1,1,20548,N
Uttar Pradesh 1 (NR),Kanpur Terminal,"PRAKASH AUTOMOBILES,",524903,,,Accepted,Ravi Kumar Singh,24-Aug-15,122.2380366,597960,1,12/19/2014 13:00,6,,,1,1,12729,N
Uttar Pradesh 1 (NR),Lucknow Terminal,"PRAKASH AUTOMOBILES,",524903,,,Accepted,Ravi Kumar Singh,24-Aug-15,,591201,1,10/4/2014 12:51,6,,,1,1,4870,N
Uttar Pradesh 2 (NR),Meerut Terminal,PRAKASH INDIAN OIL,215274,28.769699,77.510597,Accepted,Partapur,,29.5,5275,1,1/8/2015 21:42,1,,,1,1,15060,N
Uttar Pradesh 2 (NR),Najibabad Depot,PRAKASH INDUSTRIES LTD. KSP,180518,29.204304,78.917175,Accepted,TARUN SAURABH,29-Oct-12,108,92142,1,1/8/2015 21:42,1,,,1,1,14236,N
Karnataka (SR),Bijapur Depot,PRAKASH PATTANASHETTY PETROLEUMS,194884,16.058726,75.935502,Accepted,VSREENATH,21-Jul-11,107.5,22077,1,2/5/2015 9:21,,,,1,1,16771,N
Uttar Pradesh 1 (NR),Baitalpur Depot,PRAKASH PETRO POINT,154281,27.173207,82.647907,Accepted,EFKADMIN,3-Aug-15,,590605,0,8/3/2015 14:14,6,8/3/2015 14:14,6,1,1,4637,N
Uttar Pradesh 1 (NR),GONDA DEPOT,PRAKASH PETRO POINT,154281,27.177018,82.654152,Accepted,VERMA,26-Mar-11,100.5,13665,1,7/25/2014 12:29,,,,1,1,567,N
Uttar Pradesh 2 (NR),Najibabad Depot,PRAKASH SERVICE STATION,196644,29.972054,77.63105,Accepted,R_B,15-Jun-12,148.5,4603,1,1/8/2015 21:42,1,,,1,1,14611,N
Uttar Pradesh 1 (NR),Jhansi Depot,PRAKASH SERVICE STN ORAI,165389,25.996458,79.458472,Accepted,Mayank Kumar,6-Aug-15,,598079,1,12/26/2014 16:30,6,,,1,1,12847,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,PRAKASH SERVICE STN ORAI,165389,25.996458,79.458472,Accepted,VERMA,3-Oct-11,105,17469,1,7/25/2014 12:32,,,,1,1,1046,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,PRAKASH SERVICE STN SITAPUR,155815,27.563171,80.68541,Accepted,Amousi,28-Jun-11,109,8132,1,7/25/2014 12:34,,,,1,1,1362,N
Uttar Pradesh 1 (NR),GONDA DEPOT,PRAKASH SPEEDWAYS,175437,26.76053,82.156189,Accepted,Gonda,,62.5,46059,1,7/25/2014 12:29,,,,1,1,564,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,PRAKASH SPEEDWAYS,175437,26.76053,82.156189,Accepted,KUMAR,14-Jul-11,145,13390,1,7/25/2014 12:34,,,,1,1,1363,N
Karnataka (SR),Bangalore Terminal,PRAKASH SPONGE IRON &,231771,14.15028,76.665123,Accepted,A K KUNDU,7-Jul-11,215,10097,1,2/5/2015 9:21,,,,1,1,17215,N
Uttar Pradesh 2 (NR),Bareilly Depot,PRAKASH TIMBERS PVT. LTD.,154028,28.359242,79.400814,Accepted,M K Gupta,15-Mar-12,42,9103,1,1/8/2015 21:42,1,,,1,1,13378,N
Uttar Pradesh 2 (NR),Najibabad Depot,PRAKASH TRADERS,186615,29.969622,77.523628,Accepted,R_B,15-Jun-12,121.5,2169,1,1/8/2015 21:42,1,,,1,1,14360,N
Uttar Pradesh 1 (NR),JHANSI DEPOT,PRAMOD SERVICE STATION,161652,25.449394,78.566226,Accepted,Ambabai,,13,6075,1,7/25/2014 12:30,,,,1,1,702,N
Uttar Pradesh 1 (NR),Mughalsarai Terminal,PRASAD & SONS FILLING STATION,156383,25.911383,82.484146,Accepted,Syed Tabish Ahad,10-Sep-15,,590530,1,9/4/2014 14:50,6,,,1,1,4561,N
Uttar Pradesh 1 (NR),BAITALPUR DEPOT,PRASHANT AUTOMOBILES,156368,27.204938,83.113062,Accepted,Baitalpur,,110,11167,1,7/25/2014 12:27,,,,1,1,349,N
Uttar Pradesh 1 (NR),MUGHALSARAI TERMINAL,PRATAP FILLING CENTRE,247979,25.970398,83.873016,Accepted,R R,8-Aug-11,147,13515,1,7/25/2014 12:38,,,,1,1,1809,N
Uttar Pradesh 2 (NR),Agra Top,PRATAP FILLING STATION,156998,27.499085,79.43432,Accepted,Agra Top,,147.5,1107,1,1/8/2015 21:42,1,,,1,1,13565,N
Uttar Pradesh 2 (NR),Bareilly Depot,PRATAP FILLING STATION,156070,28.20016,79.547337,Accepted,M K Gupta,2-Apr-12,57,9104,1,1/8/2015 21:42,1,,,1,1,13252,N
Uttar Pradesh 1 (NR),GONDA DEPOT,PRATAP FUEL CENTRE,186470,27.20402,81.544829,Accepted,GUPTA,31-May-11,60.5,46074,1,7/25/2014 12:29,,,,1,1,565,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,PRATHAM FILLING STATION,181119,26.859591,80.880806,Accepted,Kanpur,25-Jan-12,110,586990,1,7/25/2014 12:32,,,,1,1,1048,N
Uttar Pradesh 1 (NR),Kanpur Terminal,PRATIBHA KISAN SEWA KENDRA,244584,27.121437,81.415649,Accepted,ABHYUDAYA_KUMAR,24-Aug-15,,593043,1,10/9/2014 15:00,6,,,1,1,5323,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,PRATIBHA KISAN SEWA KENDRA,244584,27.121437,81.415649,Accepted,RAJEEV,28-Apr-11,80,588836,1,7/25/2014 12:34,,,,1,1,1364,N
Punjab (NR),Bathinda Terminal,PREET F/S /(BHAIRUPPA)(*)-,109718,30.432522,75.228767,Accepted,Rahul Jairath,27-Mar-15,,599877,0,3/26/2015 17:07,6,3/27/2015 13:47,6297,0,1,5832,N
Uttar Pradesh 2 (NR),Bareilly Depot,PREET FILLING STATION,154030,28.326748,79.6063,Accepted,RS,14-Jan-11,63,9105,1,1/8/2015 21:42,1,,,1,1,13625,N
Karnataka (SR),Belgaum Depot,PREETAM PETROLEUMS,245509,16.302271,74.719727,Accepted,KANT,19-Jul-11,79,11521,1,2/5/2015 9:21,,,,1,1,16990,N
Uttar Pradesh 1 (NR),BAITALPUR DEPOT,PREM AUTO SERVICE(GKP),154977,26.803694,83.35246,Accepted,KUMAR,29-Dec-10,48.5,11169,1,7/25/2014 12:27,,,,1,1,350,N
Uttar Pradesh 1 (NR),Baitalpur Depot,PREM AUTO SERVICE(GKP),154977,26.803694,83.35246,Accepted,R_LUTHRA,17-Nov-14,,595493,0,11/17/2014 12:11,,11/17/2014 12:11,12,1,1,350,N
Uttar Pradesh 1 (NR),Kanpur Terminal,PREM FILLING STATION,186367,26.728878,81.46349,Accepted,ABHYUDAYA_KUMAR,24-Aug-15,,590566,1,9/6/2014 16:00,6,,,1,1,4597,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,PREM FILLING STATION,186367,26.728878,81.46349,Accepted,RAJEEV,25-Jul-11,95,8134,1,7/25/2014 12:34,,,,1,1,1365,N
Punjab (NR),SANGRUR TERMINAL,PREM FILLING STATION,111077,30.248514,75.833902,Accepted,Gupta Mukesh,24-Feb-15,19.5,123313,1,10/15/2014 14:56,1,,,1,1,7725,N
Uttar Pradesh 2 (NR),Bareilly Depot,PREM FILLING STATION BISHARATGANJ,173641,28.303286,79.277473,Accepted,M K Gupta,2-Apr-12,17,1370,1,1/8/2015 21:42,1,,,1,1,13500,N
Karnataka (SR),Belgaum Depot,PREM GANGA PETROLEUMS,254398,15.752584,74.65274,Accepted,Mohan Pangi,6-Nov-12,19.5,17797,1,2/5/2015 9:21,,,,1,1,16865,N
Punjab (NR),SANGRUR TERMINAL,PREM GOYAL SERVICE STATION,152670,30.222176,75.80324,Accepted,Gupta Mukesh,24-Feb-15,7.5,123314,1,10/15/2014 14:56,1,,,1,1,7695,N
Uttar Pradesh 2 (NR),Bareilly Depot,PREM MALA FILLING CENTRE,185771,28.706545,78.784515,Accepted,Vivek Bharti,17-Sep-12,75,9106,1,1/8/2015 21:42,1,,,1,1,13376,N
Uttar Pradesh 2 (NR),Agra Top,PREM RAJ KISSAN SEWA KENDRA,237069,26.771395,79.225531,Accepted,Agra Top,17-Mar-12,130,8412,1,1/8/2015 21:42,1,,,1,1,13315,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,PREMA KISAN SEWA KENDRA,256552,27.372234,80.973457,Accepted,Amousi,13-Jan-12,153.5,18941,1,7/25/2014 12:34,,,,1,1,1367,N
Uttar Pradesh 2 (NR),Agra Top,PRINCE FILLING STATION,186642,26.86549,78.603334,Accepted,Agra Top,,77.5,1110,1,1/8/2015 21:42,1,,,1,1,13438,N
Uttar Pradesh 2 (NR),Agra Top,PRINCE FILLING STATION,154367,27.103147,77.680388,Accepted,Agra Top,15-Mar-12,60,1109,1,1/8/2015 21:42,1,,,1,1,13190,N
Uttar Pradesh 1 (NR),Allahabad Terminal,PRINCE FUEL STATION,154356,,,Accepted,VIJAY,11-Sep-15,106.687546,598075,1,12/26/2014 16:20,6,,,1,1,12843,N
Uttar Pradesh 1 (NR),Kanpur Terminal,PRINCE FUEL STATION,154356,,,Accepted,MOHAMMED_ILIYA,18-Jun-15,103.7702753,591074,1,10/4/2014 11:30,6,,,1,1,4842,N
Delhi (NR),Bijwasan Terminal,Priyanka Service Station,196392,28.724927,77.125685,Accepted,sumit gupta,21-Feb-11,39.5,23040,1,7/25/2014 12:51,,,,1,1,2749,N
Uttar Pradesh 2 (NR),Bareilly Depot,PUNEET FILLING STATION,155534,28.280316,79.795936,Accepted,RS,14-Jan-11,104.5,9107,1,1/8/2015 21:42,1,,,1,1,13250,N
Punjab (NR),BATHINDA TERMINAL,PUNJAB FILLING STATION (IBP),187239,29.812642,75.683159,Accepted,Pradeep Sharma,25-Jan-15,100,16320,1,10/15/2014 14:56,1,,,1,1,5865,N
Punjab (NR),JALANDHAR TERMINAL,PUNJAB HIMACHAL F/STN-361,196549,31.471939,75.878471,Accepted,SUNIL KUMAR MONGIA,22-Dec-11,41.5,61383,1,10/15/2014 14:56,1,,,1,1,6724,N
Punjab (NR),Jalandhar Terminal,PUNJAB HIMACHAL F/STN-361,196549,31.471939,75.878471,Accepted,S_KUMAR,2-Feb-15,,599044,0,2/2/2015 13:12,1,2/2/2015 13:12,52,1,1,6724,N
